Sample,UTM,Easting,Northing,ALTITUDE,MINTEMP,PRECIPITATION,DISTWATER,ASPECT,SLOPE,DISTFARM,DISTPOUL,DENSITY,VEGTYPE,DIST_URB,autocov1000m
1373,28N,322297,3122473,281,12.2,363,52.353301,W,4.661,337.164648,10458.33471,0.814,Urban,10.160075,0.32693363
1378,28N,332517,3125951,2018,2.4,494.2823,3528.814113,W,5.147,8035.085562,10226.22379,0.05,Shrub,975.37153,0
1408,28N,332201,3107568,194,12.95,316,59.5,W,10.976,695.84481,2055.138438,0.814,Shrub,215.724758,0
1411,28N,322134,3118467,3,13.6,304,107.37715,W,6.708,2339.439249,8701.822452,0.458,Urban,114.459562,0
1412,28N,324620,3119910,324,12.4,375,77.929904,W,6.539,741.555796,7064.169944,0.865,Shrub,21.645661,0
1417,28N,327700,3115375,507,11.46,420,311.413412,W,12.825,480.208288,2815.059857,0.916,Shrub,175.218613,0
1420,28N,326015,3117166,365,12.3,395,182.227632,W,10.818,696.646251,4611.611432,0.814,Shrub,175.65311,0
1431,28N,341008,3101958,55,13.9,264,872.993923,W,2.505,2005.333388,5100.846988,0.356,Shrub,136.411549,0
1438,28N,342739,3107836,378,12.1,349,28.254994,W,4.947,901.50097,2180.971572,0.407,Urban,12.831051,0
1474,28N,351471,3131591,2282,1.2,485.3535,4068.914154,W,10.226,3515.575201,6686.979138,0.509,Shrub,295.965525,0
1475,28N,351491,3131600,2282,1.2,485.3535,4068.914154,W,10.226,3515.575201,6686.979138,0.509,Shrub,295.965525,0
1487,28N,322836,3127363,841,9.76,493,106.435297,W,11.479,429.513678,13737.98275,0.254,Shrub,118.006571,0
